,id,LWR_route,RWR_route,TE_route,RB_route,Flex_route
2229,2021092602-3009,middle_shallow,middle_deep,middle_deep,right_shallow,middle_shallow
2230,2021092602-3112,middle_deep,left_deep,left_shallow,middle_shallow,middle_deep
2231,2021092602-3166,middle_deep,left_deep,other,middle_shallow,middle_deep
2232,2021092602-3192,middle_deep,middle_deep,middle_shallow,other,middle_shallow
2233,2021092602-3343,left_shallow,middle_shallow,middle_shallow,left_shallow,right_shallow
2234,2021092602-3495,middle_shallow,right_shallow,right_shallow,middle_shallow,left_shallow
2235,2021092602-3561,middle_shallow,middle_deep,middle_shallow,right_shallow,middle_deep
2236,2021092602-3580,middle_deep,middle_shallow,left_shallow,left_shallow,middle_deep
2237,2021092602-3606,left_deep,right_deep,left_shallow,middle_shallow,left_shallow
2238,2021092602-3651,middle_deep,left_deep,right_deep,middle_deep,other
2239,2021092602-3926,middle_deep,left_deep,middle_shallow,middle_shallow,middle_deep
2240,2021092602-3945,middle_deep,left_deep,right_shallow,middle_shallow,left_shallow
2241,2021092602-3967,middle_deep,middle_deep,middle_shallow,other,left_deep
2242,2021092602-4003,middle_deep,middle_deep,other,middle_shallow,middle_deep
2243,2021092603-76,right_shallow,left_shallow,middle_shallow,right_shallow,middle_deep
2244,2021092603-100,right_shallow,right_shallow,left_deep,left_shallow,left_deep
2245,2021092603-223,middle_shallow,right_shallow,middle_deep,left_shallow,right_shallow
2246,2021092603-244,middle_shallow,left_shallow,left_shallow,middle_shallow,left_shallow
2247,2021092603-339,middle_deep,right_shallow,left_shallow,left_shallow,right_deep
2248,2021092603-389,middle_deep,right_shallow,middle_shallow,middle_deep,left_shallow
2249,2021092603-413,middle_shallow,middle_shallow,right_shallow,middle_shallow,left_shallow
2250,2021092603-437,middle_deep,middle_deep,left_shallow,other,middle_deep
2251,2021092603-580,middle_deep,right_deep,other,right_shallow,middle_deep
2252,2021092603-602,right_shallow,right_shallow,middle_deep,left_shallow,middle_shallow
2253,2021092603-647,middle_deep,middle_deep,middle_shallow,left_shallow,left_shallow
2254,2021092603-719,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
2255,2021092603-781,middle_shallow,middle_deep,middle_shallow,right_shallow,middle_deep
2256,2021092603-889,middle_deep,right_shallow,other,left_shallow,right_shallow
2257,2021092603-953,middle_deep,middle_deep,right_shallow,middle_shallow,middle_deep
2258,2021092603-1029,middle_deep,right_deep,middle_shallow,middle_shallow,middle_deep
2259,2021092603-1055,middle_deep,middle_deep,other,left_shallow,right_deep
2260,2021092603-1111,middle_deep,middle_shallow,other,middle_shallow,middle_deep
2261,2021092603-1143,middle_shallow,middle_deep,middle_deep,middle_shallow,middle_deep
2262,2021092603-1167,middle_deep,middle_deep,left_shallow,middle_shallow,middle_deep
2263,2021092603-1191,left_shallow,left_shallow,middle_deep,other,right_shallow
2264,2021092603-1302,left_deep,middle_deep,middle_shallow,other,middle_deep
2265,2021092603-1600,middle_deep,middle_deep,middle_deep,other,right_shallow
2266,2021092603-1735,left_shallow,middle_deep,middle_deep,middle_shallow,right_shallow
2267,2021092603-1759,middle_deep,middle_deep,middle_shallow,middle_shallow,left_shallow
2268,2021092603-1800,middle_deep,middle_shallow,middle_deep,left_shallow,right_shallow
2269,2021092603-1824,middle_deep,middle_deep,right_shallow,other,left_shallow
2270,2021092603-2221,left_shallow,left_shallow,middle_shallow,other,right_shallow
2271,2021092603-2262,right_shallow,middle_deep,other,left_shallow,middle_deep
2272,2021092603-2283,middle_deep,middle_deep,other,left_shallow,left_deep
2273,2021092603-2307,middle_deep,middle_deep,other,left_shallow,right_deep
2274,2021092603-2432,right_shallow,right_deep,right_shallow,other,left_shallow
2275,2021092603-2456,right_shallow,middle_deep,right_shallow,left_shallow,middle_deep
2276,2021092603-2478,left_shallow,right_shallow,right_shallow,middle_shallow,right_shallow
2277,2021092603-2845,right_shallow,middle_deep,other,other,middle_deep
2278,2021092603-3069,right_shallow,middle_deep,middle_deep,right_shallow,left_shallow
2279,2021092603-3104,middle_deep,left_deep,right_shallow,left_shallow,middle_deep
2280,2021092603-3164,middle_deep,right_deep,other,middle_shallow,other
2281,2021092603-3209,left_deep,left_shallow,middle_deep,right_shallow,left_deep
2282,2021092603-3327,right_shallow,middle_shallow,left_shallow,middle_shallow,middle_shallow
2283,2021092603-3457,middle_shallow,middle_shallow,middle_deep,other,left_shallow
2284,2021092603-3481,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
2285,2021092603-3500,left_deep,right_deep,middle_deep,left_shallow,middle_deep
2286,2021092603-3582,middle_deep,middle_deep,middle_deep,other,left_shallow
2287,2021092603-3606,middle_deep,middle_shallow,middle_shallow,left_shallow,right_shallow
2288,2021092603-3929,middle_deep,middle_deep,right_shallow,middle_shallow,right_deep
2289,2021092603-3997,middle_deep,middle_shallow,middle_shallow,middle_shallow,middle_deep
2290,2021092603-4045,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
2291,2021092603-4070,middle_deep,middle_deep,middle_deep,other,middle_shallow
2292,2021092603-4116,middle_deep,middle_deep,middle_shallow,left_shallow,middle_deep
2293,2021092603-4138,left_deep,left_shallow,middle_shallow,right_shallow,right_shallow
2294,2021092603-4162,middle_deep,middle_deep,middle_shallow,left_shallow,middle_deep
2295,2021092603-4186,middle_deep,middle_deep,right_deep,middle_deep,middle_deep
2296,2021092604-100,middle_shallow,middle_shallow,left_shallow,left_shallow,left_shallow
2297,2021092604-210,middle_deep,middle_deep,left_shallow,other,right_shallow
2298,2021092604-232,middle_shallow,middle_deep,middle_shallow,right_shallow,right_deep
2299,2021092604-304,left_shallow,middle_deep,other,right_shallow,left_shallow
2300,2021092604-330,middle_deep,middle_shallow,middle_shallow,middle_deep,middle_deep
2301,2021092604-399,middle_deep,left_shallow,right_deep,right_shallow,middle_shallow
2302,2021092604-425,right_shallow,middle_shallow,right_shallow,left_shallow,right_shallow
2303,2021092604-492,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
2304,2021092604-521,middle_shallow,middle_shallow,middle_shallow,right_shallow,left_shallow
2305,2021092604-564,middle_deep,middle_deep,right_shallow,left_shallow,middle_deep
2306,2021092604-614,middle_deep,middle_deep,right_deep,other,right_shallow
2307,2021092604-673,middle_deep,middle_deep,right_shallow,middle_shallow,left_shallow
2308,2021092604-737,middle_shallow,middle_shallow,middle_shallow,left_shallow,left_shallow
2309,2021092604-788,middle_deep,middle_deep,middle_shallow,middle_shallow,right_shallow
2310,2021092604-854,middle_shallow,middle_deep,middle_shallow,right_shallow,middle_shallow
2311,2021092604-876,left_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
2312,2021092604-940,middle_deep,middle_shallow,left_shallow,left_shallow,middle_shallow
2313,2021092604-1125,middle_shallow,middle_shallow,middle_shallow,right_shallow,middle_deep
2314,2021092604-1236,middle_shallow,left_shallow,left_shallow,middle_shallow,left_shallow
2315,2021092604-1305,middle_deep,middle_shallow,middle_deep,left_shallow,right_shallow
2316,2021092604-1330,middle_shallow,left_shallow,right_shallow,middle_shallow,middle_shallow
2317,2021092604-1411,middle_shallow,right_deep,middle_shallow,right_shallow,right_deep
2318,2021092604-1460,left_shallow,middle_deep,middle_deep,middle_shallow,right_shallow
2319,2021092604-1484,middle_deep,left_deep,other,right_shallow,other
2320,2021092604-1529,left_shallow,left_shallow,middle_shallow,right_shallow,middle_shallow
2321,2021092604-1553,left_shallow,left_shallow,middle_shallow,middle_shallow,middle_shallow
2322,2021092604-1575,right_shallow,right_shallow,middle_shallow,other,middle_shallow
2323,2021092604-1629,left_deep,left_shallow,left_shallow,middle_deep,middle_shallow
2324,2021092604-1653,middle_shallow,middle_shallow,middle_deep,middle_shallow,left_shallow
2325,2021092604-1675,middle_shallow,middle_deep,middle_shallow,middle_shallow,middle_deep
2326,2021092604-1716,middle_shallow,middle_deep,left_deep,middle_shallow,left_deep
2327,2021092604-1740,middle_shallow,left_deep,middle_deep,left_shallow,middle_shallow
2328,2021092604-1762,left_shallow,middle_deep,middle_shallow,middle_shallow,left_shallow
2329,2021092604-1847,middle_deep,right_deep,middle_shallow,other,middle_deep
2330,2021092604-1869,middle_deep,left_shallow,middle_shallow,left_shallow,middle_deep
2331,2021092604-2045,middle_deep,middle_deep,right_shallow,middle_shallow,left_shallow
2332,2021092604-2090,middle_deep,middle_deep,middle_shallow,other,middle_shallow
2333,2021092604-2133,left_deep,middle_deep,left_shallow,left_shallow,left_shallow
2334,2021092604-2157,right_shallow,left_deep,middle_shallow,left_shallow,middle_deep
2335,2021092604-2206,middle_deep,middle_deep,middle_shallow,right_shallow,middle_shallow
2336,2021092604-2284,middle_shallow,middle_deep,middle_deep,right_shallow,middle_deep
2337,2021092604-2409,middle_shallow,middle_deep,other,left_shallow,middle_deep
2338,2021092604-2428,middle_deep,left_deep,middle_shallow,middle_shallow,middle_deep
2339,2021092604-2496,middle_shallow,left_deep,middle_shallow,left_shallow,middle_deep
2340,2021092604-2564,middle_deep,left_shallow,middle_shallow,middle_shallow,right_deep
2341,2021092604-2625,middle_deep,middle_deep,left_deep,left_deep,left_shallow
2342,2021092604-2657,middle_deep,middle_deep,middle_shallow,right_shallow,right_shallow
2343,2021092604-2702,right_shallow,middle_shallow,middle_deep,left_shallow,middle_deep
2344,2021092604-2881,middle_deep,right_shallow,middle_shallow,left_shallow,middle_deep
2345,2021092604-2914,middle_shallow,right_shallow,middle_shallow,other,middle_shallow
2346,2021092604-2959,left_deep,middle_deep,middle_shallow,right_shallow,left_shallow
2347,2021092604-2983,right_shallow,middle_shallow,middle_shallow,left_shallow,middle_shallow
2348,2021092604-3026,right_shallow,middle_shallow,middle_shallow,right_shallow,left_deep
2349,2021092604-3071,middle_shallow,middle_shallow,left_shallow,middle_shallow,left_shallow
2350,2021092604-3206,middle_deep,left_shallow,left_deep,left_shallow,right_deep
2351,2021092604-3344,middle_shallow,left_deep,left_shallow,other,other
2352,2021092604-3368,right_deep,middle_shallow,middle_shallow,other,left_shallow
2353,2021092604-3588,middle_shallow,right_shallow,middle_shallow,left_shallow,middle_shallow
2354,2021092604-3610,middle_deep,left_shallow,middle_deep,right_shallow,middle_deep
2355,2021092604-3642,middle_shallow,middle_shallow,middle_shallow,other,right_shallow
2356,2021092604-3733,right_deep,left_shallow,right_shallow,other,left_shallow
2357,2021092604-3755,middle_shallow,middle_deep,middle_shallow,left_shallow,right_shallow
2358,2021092604-3849,middle_deep,middle_shallow,left_shallow,left_shallow,middle_shallow
2359,2021092604-3871,middle_deep,middle_shallow,middle_shallow,middle_shallow,left_deep
2360,2021092604-3897,middle_deep,middle_shallow,middle_shallow,left_shallow,left_shallow
2361,2021092604-3940,middle_shallow,middle_shallow,left_shallow,left_shallow,middle_deep
2362,2021092604-3981,middle_shallow,middle_shallow,right_shallow,other,right_shallow
2363,2021092604-4022,middle_shallow,left_shallow,middle_shallow,other,left_shallow
2364,2021092604-4044,middle_shallow,middle_shallow,right_shallow,other,right_shallow
2365,2021092604-4112,left_deep,middle_deep,middle_deep,right_shallow,middle_deep
2366,2021092604-4145,middle_shallow,left_shallow,right_shallow,other,right_shallow
2367,2021092604-4231,right_shallow,middle_deep,left_shallow,left_shallow,left_deep
2368,2021092604-4253,left_shallow,middle_deep,middle_shallow,middle_shallow,left_deep
2369,2021092604-4285,left_deep,middle_deep,middle_deep,middle_shallow,left_shallow
2370,2021092604-4307,middle_deep,left_shallow,middle_shallow,left_shallow,right_deep
2371,2021092604-4355,middle_shallow,middle_deep,middle_deep,other,middle_shallow
2372,2021092605-180,middle_deep,right_shallow,left_shallow,middle_shallow,left_deep
2373,2021092605-202,right_deep,right_shallow,other,left_deep,left_deep
2374,2021092605-366,middle_deep,middle_deep,middle_shallow,left_shallow,other
2375,2021092605-481,middle_deep,middle_deep,right_shallow,middle_shallow,left_shallow
2376,2021092605-537,middle_deep,left_shallow,other,other,left_deep
2377,2021092605-580,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
2378,2021092605-668,middle_deep,middle_deep,other,middle_shallow,right_deep
2379,2021092605-718,middle_deep,middle_deep,other,right_shallow,middle_deep
2380,2021092605-771,middle_deep,left_shallow,middle_shallow,middle_shallow,middle_deep
2381,2021092605-795,middle_deep,middle_deep,other,left_shallow,other
2382,2021092605-940,middle_shallow,right_shallow,middle_deep,middle_shallow,middle_deep
2383,2021092605-964,left_deep,middle_deep,right_deep,other,right_shallow
2384,2021092605-1026,middle_shallow,middle_deep,right_shallow,left_shallow,middle_deep
2385,2021092605-1192,middle_deep,left_shallow,middle_deep,left_shallow,right_shallow
2386,2021092605-1220,left_deep,left_shallow,left_shallow,right_shallow,middle_deep
2387,2021092605-1244,middle_deep,right_deep,right_deep,other,right_shallow
2388,2021092605-1273,middle_deep,left_shallow,middle_deep,middle_shallow,other
2389,2021092605-1307,right_shallow,middle_deep,left_shallow,right_deep,right_shallow
2390,2021092605-1329,right_deep,middle_deep,middle_shallow,other,middle_deep
2391,2021092605-1580,middle_deep,left_deep,middle_shallow,left_shallow,right_deep
2392,2021092605-1604,middle_deep,left_shallow,other,middle_shallow,left_deep
2393,2021092605-1626,middle_deep,right_deep,left_shallow,other,other
2394,2021092605-1648,right_shallow,left_deep,middle_deep,other,left_shallow
2395,2021092605-1820,middle_shallow,middle_deep,other,other,middle_shallow
2396,2021092605-1887,middle_shallow,left_shallow,right_shallow,middle_shallow,left_shallow
2397,2021092605-1911,left_shallow,middle_shallow,middle_deep,right_shallow,middle_shallow
2398,2021092605-1940,middle_deep,middle_deep,other,left_deep,middle_deep
2399,2021092605-1978,middle_deep,middle_shallow,right_shallow,left_shallow,left_shallow
2400,2021092605-2164,middle_deep,middle_shallow,left_shallow,right_shallow,right_shallow
2401,2021092605-2243,right_shallow,right_shallow,right_shallow,middle_shallow,left_shallow
2402,2021092605-2381,middle_deep,middle_deep,left_shallow,middle_shallow,other
2403,2021092605-2414,right_shallow,middle_deep,left_deep,middle_shallow,middle_deep
2404,2021092605-2526,middle_deep,right_deep,right_deep,left_shallow,right_shallow
2405,2021092605-2550,middle_shallow,middle_shallow,right_shallow,middle_shallow,left_shallow
2406,2021092605-2574,middle_deep,right_shallow,middle_shallow,middle_shallow,right_deep
2407,2021092605-2619,middle_shallow,middle_deep,middle_deep,middle_shallow,right_shallow
2408,2021092605-2668,middle_deep,middle_deep,right_shallow,middle_shallow,right_deep
2409,2021092605-2690,middle_deep,middle_shallow,left_deep,middle_shallow,left_shallow
2410,2021092605-2735,right_shallow,middle_deep,middle_deep,middle_shallow,middle_shallow
2411,2021092605-2759,right_shallow,middle_deep,right_deep,middle_shallow,middle_shallow
2412,2021092605-2783,right_shallow,middle_shallow,other,right_shallow,right_shallow
2413,2021092605-2915,middle_deep,left_deep,other,left_shallow,other
2414,2021092605-2957,middle_shallow,middle_deep,left_shallow,middle_shallow,right_shallow
2415,2021092605-3023,right_deep,middle_deep,middle_shallow,middle_shallow,left_deep
2416,2021092605-3045,middle_deep,right_shallow,middle_shallow,left_shallow,middle_shallow
2417,2021092605-3069,middle_deep,middle_deep,middle_shallow,middle_shallow,right_shallow
2418,2021092605-3093,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
2419,2021092605-3112,middle_deep,middle_deep,right_shallow,left_shallow,middle_deep
2420,2021092605-3241,middle_deep,middle_deep,right_shallow,middle_shallow,right_deep
2421,2021092605-3263,right_deep,right_shallow,middle_deep,middle_shallow,middle_shallow
2422,2021092605-3296,middle_deep,middle_deep,middle_shallow,left_shallow,middle_deep
2423,2021092605-3317,right_shallow,right_shallow,middle_shallow,other,left_shallow
2424,2021092605-3435,middle_deep,left_shallow,right_deep,middle_shallow,middle_deep
2425,2021092605-3769,right_shallow,middle_deep,middle_shallow,middle_shallow,middle_deep
2426,2021092605-3815,middle_shallow,left_shallow,right_shallow,left_shallow,middle_shallow
2427,2021092605-3856,middle_deep,middle_deep,right_deep,middle_shallow,middle_deep
2428,2021092605-3878,left_shallow,middle_deep,middle_deep,right_shallow,middle_shallow
2429,2021092605-3907,middle_deep,left_shallow,middle_deep,right_shallow,left_shallow
2430,2021092605-3974,right_shallow,middle_deep,middle_shallow,middle_shallow,left_deep
2431,2021092605-4020,middle_deep,middle_deep,right_shallow,left_shallow,left_deep
2432,2021092605-4061,middle_deep,middle_deep,middle_shallow,middle_shallow,right_deep
2433,2021092605-4090,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
2434,2021092605-4112,middle_deep,left_deep,left_shallow,middle_deep,middle_deep
2435,2021092605-4140,middle_deep,middle_deep,middle_deep,middle_shallow,middle_deep
2436,2021092605-4162,middle_deep,middle_deep,middle_deep,other,middle_deep
2437,2021092606-105,middle_shallow,middle_shallow,middle_deep,left_shallow,middle_deep
2438,2021092606-232,middle_deep,middle_deep,other,middle_shallow,other
2439,2021092606-293,right_deep,middle_deep,left_shallow,right_shallow,left_deep
2440,2021092606-319,middle_deep,middle_shallow,middle_deep,left_shallow,middle_deep
2441,2021092606-343,right_shallow,right_deep,left_deep,other,right_deep
2442,2021092606-462,right_shallow,middle_deep,right_shallow,middle_shallow,left_deep
2443,2021092606-551,middle_deep,middle_deep,other,left_shallow,right_shallow
2444,2021092606-617,left_deep,left_shallow,left_shallow,middle_shallow,left_deep
2445,2021092606-677,middle_deep,middle_deep,other,right_deep,middle_shallow
2446,2021092606-727,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
2447,2021092606-751,middle_deep,middle_shallow,middle_shallow,middle_shallow,right_deep
2448,2021092606-814,left_deep,right_shallow,middle_shallow,middle_shallow,right_shallow
2449,2021092606-860,middle_deep,middle_deep,middle_deep,middle_shallow,middle_shallow
2450,2021092606-1041,middle_deep,middle_deep,other,right_shallow,middle_shallow
2451,2021092606-1086,right_shallow,middle_deep,middle_deep,right_shallow,middle_deep
2452,2021092606-1108,right_shallow,middle_deep,right_shallow,other,middle_deep
2453,2021092606-1271,middle_deep,middle_deep,middle_deep,middle_shallow,middle_deep
2454,2021092606-1339,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_shallow
2455,2021092606-1405,middle_deep,middle_deep,other,other,middle_shallow
2456,2021092606-1427,right_shallow,left_deep,middle_deep,middle_shallow,left_shallow
2457,2021092606-1512,middle_deep,middle_shallow,middle_deep,left_shallow,left_shallow
2458,2021092606-1536,middle_deep,middle_deep,middle_shallow,left_shallow,middle_shallow
2459,2021092606-1696,right_shallow,middle_deep,middle_deep,right_shallow,right_shallow
2460,2021092606-1736,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
2461,2021092606-1838,middle_shallow,middle_shallow,middle_shallow,right_shallow,middle_deep
2462,2021092606-1867,right_deep,middle_deep,left_shallow,other,other
2463,2021092606-1902,middle_shallow,right_deep,left_shallow,other,other
2464,2021092606-1987,middle_shallow,left_shallow,left_shallow,right_shallow,right_shallow
2465,2021092606-2043,middle_shallow,middle_deep,middle_deep,right_shallow,middle_deep
2466,2021092606-2067,middle_deep,right_shallow,middle_deep,middle_shallow,middle_deep
2467,2021092606-2115,middle_deep,middle_deep,middle_shallow,right_shallow,left_shallow
2468,2021092606-2137,middle_deep,middle_deep,right_shallow,middle_shallow,right_shallow
2469,2021092606-2161,right_shallow,middle_deep,left_shallow,other,middle_deep
2470,2021092606-2314,middle_shallow,middle_deep,middle_shallow,left_shallow,middle_deep
2471,2021092606-2338,middle_shallow,middle_shallow,middle_deep,right_shallow,right_shallow
2472,2021092606-2388,middle_deep,middle_deep,other,middle_shallow,middle_deep
2473,2021092606-2423,middle_shallow,middle_deep,middle_shallow,middle_shallow,middle_deep
2474,2021092606-2522,middle_deep,middle_deep,middle_deep,middle_shallow,middle_shallow
2475,2021092606-2622,middle_shallow,middle_deep,right_shallow,left_shallow,middle_deep
2476,2021092606-2688,left_deep,left_deep,middle_shallow,middle_shallow,middle_deep
2477,2021092606-2734,middle_shallow,middle_shallow,other,other,middle_shallow
2478,2021092606-2899,left_deep,middle_deep,left_shallow,other,right_deep
2479,2021092606-2946,middle_deep,middle_deep,middle_deep,right_shallow,middle_deep
2480,2021092606-3036,middle_deep,middle_shallow,middle_deep,left_shallow,middle_deep
2481,2021092606-3121,middle_deep,middle_shallow,right_deep,middle_shallow,middle_deep
2482,2021092606-3162,middle_deep,middle_deep,middle_shallow,left_shallow,other
2483,2021092606-3339,middle_deep,right_shallow,right_deep,left_shallow,right_shallow
2484,2021092606-3384,middle_shallow,middle_deep,right_shallow,middle_shallow,middle_deep
2485,2021092606-3439,middle_deep,middle_shallow,middle_deep,right_shallow,other
2486,2021092606-3468,middle_shallow,right_deep,right_shallow,right_shallow,middle_shallow
2487,2021092606-3511,middle_deep,middle_shallow,middle_shallow,middle_shallow,left_shallow
2488,2021092606-3564,right_shallow,left_shallow,left_shallow,right_shallow,middle_deep
2489,2021092606-3588,middle_deep,left_shallow,middle_shallow,right_shallow,middle_shallow
2490,2021092606-3610,middle_deep,right_shallow,middle_shallow,right_shallow,right_shallow
2491,2021092606-3720,middle_deep,middle_deep,middle_deep,right_shallow,middle_deep
2492,2021092606-3770,left_shallow,right_deep,left_shallow,middle_shallow,middle_deep
2493,2021092606-3815,middle_shallow,middle_shallow,right_shallow,middle_shallow,right_shallow
2494,2021092606-3848,middle_shallow,middle_deep,right_shallow,left_shallow,middle_deep
2495,2021092606-3870,middle_deep,middle_deep,middle_deep,left_shallow,middle_deep
2496,2021092606-4022,right_shallow,middle_shallow,middle_deep,right_shallow,middle_deep
2497,2021092607-132,left_deep,middle_shallow,middle_deep,middle_shallow,middle_shallow
2498,2021092607-204,left_shallow,middle_shallow,middle_shallow,middle_shallow,middle_deep
2499,2021092607-390,middle_shallow,middle_shallow,middle_shallow,right_shallow,left_shallow
2500,2021092607-533,right_shallow,middle_deep,middle_shallow,right_deep,middle_deep
2501,2021092607-580,right_shallow,middle_deep,right_shallow,left_shallow,middle_shallow
2502,2021092607-629,left_deep,right_deep,middle_deep,other,middle_deep
2503,2021092607-765,middle_deep,left_shallow,left_shallow,middle_shallow,middle_deep
2504,2021092607-789,left_shallow,right_deep,middle_shallow,middle_deep,middle_shallow
2505,2021092607-891,right_shallow,middle_deep,middle_deep,other,left_deep
2506,2021092607-962,middle_shallow,right_shallow,right_deep,middle_shallow,left_shallow
2507,2021092607-1099,middle_shallow,left_shallow,right_shallow,right_shallow,middle_deep
2508,2021092607-1123,left_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
2509,2021092607-1288,middle_shallow,middle_deep,right_shallow,left_shallow,middle_shallow
2510,2021092607-1336,middle_deep,left_deep,other,right_shallow,middle_shallow
2511,2021092607-1477,middle_deep,middle_shallow,middle_shallow,left_shallow,right_deep
2512,2021092607-1501,middle_deep,right_shallow,right_deep,left_shallow,left_deep
2513,2021092607-1587,right_shallow,right_shallow,middle_shallow,left_shallow,right_shallow
2514,2021092607-1684,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_shallow
2515,2021092607-1708,middle_deep,right_deep,middle_shallow,other,middle_deep
2516,2021092607-1752,middle_shallow,middle_shallow,right_shallow,middle_shallow,middle_deep
2517,2021092607-1793,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
2518,2021092607-1849,middle_shallow,middle_deep,middle_shallow,middle_shallow,left_shallow
2519,2021092607-1871,left_deep,right_shallow,middle_deep,middle_shallow,right_shallow
2520,2021092607-1954,middle_deep,middle_deep,middle_deep,other,middle_deep
2521,2021092607-2072,middle_shallow,left_shallow,right_shallow,middle_shallow,middle_deep
2522,2021092607-2151,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
2523,2021092607-2218,right_deep,right_deep,left_shallow,right_shallow,right_deep
2524,2021092607-2301,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_shallow
2525,2021092607-2325,middle_deep,left_shallow,right_shallow,middle_shallow,middle_shallow
2526,2021092607-2506,middle_shallow,middle_deep,right_shallow,left_shallow,left_shallow
2527,2021092607-2569,middle_deep,left_deep,middle_deep,other,middle_deep
2528,2021092607-2614,left_shallow,right_deep,middle_deep,left_shallow,right_shallow
2529,2021092607-2683,middle_deep,middle_shallow,middle_deep,middle_shallow,middle_deep
2530,2021092607-2705,left_deep,left_shallow,right_deep,right_shallow,middle_deep
2531,2021092607-2797,middle_shallow,middle_shallow,middle_shallow,right_shallow,middle_shallow
2532,2021092607-2878,middle_deep,middle_deep,middle_shallow,middle_shallow,middle_shallow
2533,2021092607-2923,left_shallow,left_deep,middle_deep,other,middle_deep
2534,2021092607-3011,middle_shallow,middle_deep,left_shallow,right_shallow,left_deep
2535,2021092607-3040,middle_deep,middle_deep,middle_deep,right_shallow,middle_deep
2536,2021092607-3070,left_deep,right_shallow,middle_deep,middle_shallow,right_shallow
2537,2021092607-3094,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
2538,2021092607-3118,left_shallow,right_shallow,middle_deep,right_shallow,left_shallow
2539,2021092607-3142,middle_deep,middle_shallow,right_deep,left_shallow,left_shallow
2540,2021092607-3182,middle_deep,left_deep,other,right_shallow,left_shallow
2541,2021092607-3215,middle_deep,middle_deep,left_shallow,middle_shallow,left_shallow
2542,2021092607-3237,middle_shallow,middle_deep,left_shallow,right_shallow,middle_shallow
2543,2021092607-3261,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
2544,2021092607-3320,middle_shallow,right_deep,right_deep,right_shallow,middle_shallow
2545,2021092607-3362,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
2546,2021092607-3386,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
2547,2021092607-3457,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
2548,2021092607-3566,middle_deep,middle_deep,middle_deep,middle_shallow,middle_deep
2549,2021092607-3588,middle_deep,right_deep,middle_deep,left_shallow,middle_deep
2550,2021092607-3610,middle_deep,middle_shallow,middle_deep,middle_shallow,middle_deep
2551,2021092607-3634,left_shallow,middle_deep,middle_deep,middle_shallow,middle_deep
2552,2021092607-3663,middle_deep,left_shallow,middle_deep,left_shallow,middle_deep
2553,2021092607-3687,middle_deep,right_shallow,other,middle_shallow,left_deep
2554,2021092607-3711,middle_deep,middle_deep,middle_deep,left_shallow,middle_shallow
2555,2021092607-3738,left_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
2556,2021092607-3768,middle_shallow,middle_shallow,middle_deep,middle_shallow,middle_deep
2557,2021092607-3804,left_shallow,left_shallow,right_deep,right_shallow,left_deep
2558,2021092607-3828,left_deep,middle_shallow,left_deep,left_shallow,right_shallow
2559,2021092607-3867,middle_shallow,middle_shallow,left_shallow,right_shallow,middle_deep
2560,2021092607-4054,middle_deep,left_shallow,middle_deep,left_shallow,right_deep
2561,2021092607-4078,middle_deep,right_deep,middle_shallow,right_shallow,middle_deep
2562,2021092607-4100,middle_shallow,middle_shallow,middle_shallow,middle_shallow,middle_shallow
2563,2021092607-4122,right_shallow,left_shallow,middle_shallow,left_shallow,right_deep
2564,2021092608-98,left_deep,middle_deep,middle_shallow,middle_shallow,middle_deep
2565,2021092608-178,right_shallow,middle_deep,middle_deep,other,right_deep
2566,2021092608-267,middle_shallow,middle_shallow,right_shallow,left_shallow,middle_deep
2567,2021092608-288,middle_deep,left_shallow,left_shallow,left_shallow,right_deep
2568,2021092608-355,left_deep,left_shallow,right_shallow,right_shallow,middle_deep
2569,2021092608-426,left_deep,middle_shallow,other,other,right_shallow
2570,2021092608-448,left_shallow,right_shallow,left_shallow,left_shallow,middle_deep
2571,2021092608-532,middle_deep,middle_deep,right_shallow,middle_shallow,middle_deep
2572,2021092608-565,middle_deep,middle_deep,middle_deep,middle_shallow,middle_shallow
2573,2021092608-589,middle_shallow,right_deep,middle_deep,other,middle_deep
